area,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_url,purpose,city,locality,address,Lift-amenity,Generator-amenity,Gas Supply-amenity,Emergency Exit-amenity,Built-in Kitchen Cabinet-amenity,Reception Desk & Lobby-amenity,Tiled Floor-amenity,Dry Kitchen-amenity,Parking-amenity,Prayer Room-amenity,Cable TV Provision-amenity,Intercom-amenity,Filtered Water-amenity,Open Terrace-amenity,Electricity Supply-amenity,Air-Condition Provision-amenity,Fire Extinguisher-amenity
2300.0,Residential,3.0,3.0,11000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment is located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1375-sft-apartment-for-sale-in-uttara-sector-5-flat-5c/,Sale,Dhaka,Uttara,,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
1047.0,Residential,3.0,3.0,8500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at  . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1047-sft-apartment-for-sale-in-dhanmondi-4th-floor/,Sale,Dhaka,Dhanmondi,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2500.0,Residential,4.0,3.0,28538034.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2500 sft area  the 4th  5th  7th & 8th floors are available. It will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balconies apartment is located in Baridhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2500-sft-apartment-for-sale-in-baridhara/,Sale,Dhaka,Baridhara,,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False
2339.0,Residential,3.0,3.0,26820000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2339 sft area  5th to 9th floors are available. It will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balconies apartment is located in Baridhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2339-sft-apartment-for-sale-in-baridhara/,Sale,Dhaka,Baridhara,,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
2513.0,Residential,3.0,3.0,28668528.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2513 sft area  the 4th  5th  7th & 8th floors are available. It will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balconies apartment is located in Baridhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2513-sft-apartment-for-sale-in-baridhara/,Sale,Dhaka,Baridhara,,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
1060.0,Residential,2.0,3.0,6800000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1060 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  2 bathrooms and 2 balcony apartment is located in Uttarkhan  Uttara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1060-sft-apartment-for-sale-in-uttarkhan-1st-floor/,Sale,Dhaka,Uttarkhan,,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
1668.0,Residential,3.0,3.0,26500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1668 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balconies apartment is located in Banani  Dhaka. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1668-sft-apartment-for-sale-in-banani-flat-8a/,Sale,Dhaka,Banani,,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
1134.0,Residential,3.0,3.0,13500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1134-sft-apartment-for-sale-in-uttara-sector-4-1st-floor/,Sale,Dhaka,Uttara,,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True
2852.0,Residential,3.0,3.0,32173650.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2852 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balconies apartment is located in Baridhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2852-sft-apartment-for-sale-in-baridhara-4th-floor/,Sale,Dhaka,Baridhara,,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
1465.0,Residential,3.0,3.0,11000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1465 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balconies apartment is located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1465-sft-apartment-for-sale-in-bashundhara-4th-floor/,Sale,Dhaka,Bashundhara,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
955.0,Residential,2.0,2.0,5750000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 935 & 955 sft area  it will definitely make home ownership a joyful experience for you. This 2 bedrooms  2 bathrooms and 2 balcony apartment is located in Uttarkhan  Uttara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/935-955-sft-apartment-for-sale-in-uttarkhan-flat-a5-b5/,Sale,Dhaka,Uttarkhan,,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
3154.0,Residential,4.0,4.0,42500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 3154 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  4 bathrooms and 3 balcony apartment is located in Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/3154-sft-apartment-for-sale-in-dhanmondi-1st-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1366.0,Residential,3.0,3.0,9562000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1366 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 4 balconies apartment is located in Lichubagan  Joar Sahara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1366-sft-apartment-for-sale-in-joar-sahara-g-3-g-5/,Sale,Dhaka,Joar Sahara,,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1800.0,Residential,4.0,4.0,17000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1800 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  4 bathrooms and 3 balcony apartment is located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1800-sft-apartment-for-sale-in-bashundhara-1st-floor/,Sale,Dhaka,Bashundhara,,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1450.0,Residential,3.0,3.0,15000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at  . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1450-sft-apartment-for-sale-in-dhanmondi-5th-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True
1414.0,Commercial,0.0,0.0,20000000.0,If you are looking to purchase a commercial space for your business in one of the iconic commercial areas of Dhaka  Dhanmondi then we have the perfect space for you. This space is sized  . The building is equipped with all the modern commercial amenities such as a lift  escalator  industrial generator backup  etc. The building is situated in an area where it has access to thousands of people every day  making it a perfect place to set up your business. If you want to know more details  please call us at 16604.,https://btibrokeragebd.com/property/1414-sft-commercial-space-for-sale-in-dhanmondi-1st-floor/,Sale,Dhaka,Dhanmondi,,False,True,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True
850.0,Residential,2.0,2.0,7800000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/850-sft-apartment-for-sale-in-dhanmondi-1st-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1935.0,Residential,4.0,4.0,29000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at  . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1935-sft-apartment-for-sale-in-dhanmondi-5th-floor/,Sale,Dhaka,Dhanmondi,,True,True,False,True,False,True,True,False,True,False,True,True,False,False,True,True,True
2787.0,Residential,4.0,4.0,17500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at Shere Bangla Road  Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2787-sft-apartment-for-sale-in-dhanmondi-ground-floor/,Sale,Dhaka,Dhanmondi,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
935.0,Residential,2.0,2.0,5500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment is located in Mohammadpur. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/935-sft-apartment-for-sale-in-mohammadpur-6th-floor/,Sale,Dhaka,Mohammadpur,,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1680.0,Residential,3.0,3.0,16500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at  . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1680-sft-apartment-for-sale-in-dhanmondi-1st-floor/,Sale,Dhaka,Dhanmondi,,True,True,False,True,False,True,True,True,True,False,True,True,False,False,True,True,True
2300.0,Residential,4.0,3.0,22000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2300 sft area  it will definitely make home ownership a joyful experience for you. This is 3  bedroom  4 Bathrooms and 1 Balcony apartment is located in Mohammadpur. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2300-sft-apartment-for-sale-in-mohammadpur-5th-floor/,Sale,Dhaka,Mohammadpur,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1250.0,Residential,3.0,3.0,7000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1250 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balconies apartment is located in Lechu Bagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1250-sft-apartment-for-sale-in-lechu-bagan-flat-4b/,Sale,Dhaka,,Lechu Bagan,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
2010.0,Residential,3.0,3.0,24500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at  . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2010-sft-apartment-for-sale-in-dhanmondi-2nd-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True
3749.0,Commercial,0.0,0.0,26743000.0,Have you been looking for a commercial space to buy at a bustling location in the city? We have a space which can definitely cater to all your needs. This is a 3749 sft space located at Baridhara. It comes with all the modern amenities and services like air conditioner  escalator  generator  and backup  CCTV etc. which can help in running your business in a smooth and functional way. Besides  the location at which it is situated can be of much advantage as it is one of the liveliest places within the city. So  if you are willing to have further information about this commercial space or want to have a look at the space  please call us at 16604. You can also leave us a message.,https://btibrokeragebd.com/property/3749-sft-commercial-space-for-sale-in-baridhara-11th-floor/,Sale,Dhaka,Baridhara,,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False
1300.0,Residential,2.0,3.0,11500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment is located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1300-sft-apartment-for-sale-in-uttara-sector-4-flat-1c/,Sale,Dhaka,Uttara,,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
1137.0,Residential,4.0,3.0,11000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at Lalmatia. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1137-sft-apartment-for-sale-in-lalmatia-6th-floor/,Sale,Dhaka,Lalmatia,,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True
925.0,Residential,2.0,2.0,6800000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/925-sft-apartment-for-sale-in-dhanmondi-2nd-floor/,Sale,Dhaka,Dhanmondi,,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True
975.0,Residential,2.0,2.0,10000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/975-sft-apartment-for-sale-in-dhanmondi-1st-floor/,Sale,Dhaka,Dhanmondi,,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True
1615.0,Residential,4.0,3.0,20500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1615-sft-apartment-for-sale-in-uttara-sector-6-3rd-5th-floor/,Sale,Dhaka,Uttara,,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True
1635.0,Residential,3.0,3.0,13500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This     apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1635-sft-apartment-for-sale-in-dhanmondi-9th-floor/,Sale,Dhaka,Dhanmondi,,True,True,False,True,False,True,True,False,True,False,True,True,False,False,True,True,True
1389.0,Residential,4.0,3.0,14500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1389-sft-apartment-for-sale-in-uttara-sector-13-1st-floor/,Sale,Dhaka,Uttara,,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
1364.0,Residential,4.0,3.0,12500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment is located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1364-sft-apartment-for-sale-in-uttara-sector-13-5th-floor/,Sale,Dhaka,Uttara,,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True
4200.0,Residential,4.0,4.0,75000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 4200 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  5 bathrooms and 4 balcony apartment is located in Gulshan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the five modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/4200-sft-apartment-for-sale-in-gulshan-1st-floor/,Sale,Dhaka,Gulshan,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
962.0,Residential,2.0,2.0,7500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 962 sft area  it will definitely make home ownership a joyful experience for you. This 2 bedrooms  2 Bathrooms and 3 balconies apartment is located in North Badda. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/962-sft-apartment-for-sale-in-north-badda-flat-13e/,Sale,Dhaka,Badda,,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
1460.0,Residential,4.0,3.0,16500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1460-sft-apartment-for-sale-in-uttara-sector-4-5th-floor/,Sale,Dhaka,Uttara,,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
2310.0,Residential,4.0,4.0,35000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2310-sft-apartment-for-sale-in-dhanmondi-4th-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
