Link,Title,Price,Property ID,Area,Floor,Bedrooms,Bathrooms,Description,Latitude,Longitude,Features,Location,Status,Garages,Type
https://www.pchoicebd.com/property/specious-luxurious-duplex-apartment-for-rent-at-baridhara-diplomatic-zone/,Specious Luxurious Duplex Apartment For Rent At Baridhara Diplomatic Zone,"TK  700,000 Seven Lac",12087,8200SqFt,5 & 6,6,7.0,"Luxurious Duplex Un-Furnished Apartment For Rent
G.F + 8th-floor Building (Concord Builders)
Duplex 5th & 6th floor (8200 Sft)
5 Bed with Attach Bath
1 Common Bath
Drawing
Dining
Family Living
4 Car Parking
Lift, Generator
Cc Tv Camera Monitoring System & 24 Hour Security Services",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Community Room', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Generator', 'Geyser', 'Intercom', 'Lift', 'Marble Floors', 'Security Guard', 'Single Unit', 'Tiled Floors', 'Wi-Fi connectivity']",Baridhara Diplomatic Zone,For Rent,1,Un furnished
https://www.pchoicebd.com/property/luxurious-fully-furnished-residential-apartment-for-rent/,Luxurious Fully Furnished Residential Apartment For Rent,"TK  250,000",12058,2600SqFt,4,4,4.0,"Fully Furnished Residential Apartment
G.F + 9 Storied Building
4th Floor 2600 Sft
4 Bed
4 Bath
Drawing
Dining
Living
Kitchen & Servant Room with Toilet
1 Parking
1 Lift
Generator Back up
Cc Tv Monitoring System & 24/7  Security Services",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Generator', 'Geyser', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors', 'Washing Matchine']",Gulshan 1,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/exclusive-brand-new-apartment-for-rent-at-gulshan-2/,Exclusive Brand New Apartment for Rent at Gulshan -2,"TK  250,000 Two Lac Fifty Thousand tk",11984,3500SqFt,5th,4,5.0,"Brand New Apartment NAVANA
3500 sft
5th floor
4 Bed
5 Bath
Drawing
Dining
Living
BBQ Area, Roof Garden
1 Car Parking, 2 Lift, Generator Back-Up",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Intercom', 'Landscape Garden', 'Lift', 'Marble Floors', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Wi-Fi connectivity']",Gulshan 2,For Rent,1,Un furnished
https://www.pchoicebd.com/property/excellent-semi-furnished-apartment-for-rent-at-banani/,"Excellent Semi Furnished Apartment, For Rent At Banani",Price on call,11962,2550SqFt,7,4,4.0,"Excellent Semi Furnished Apartment
7th floor, Apt 7A (Semi-Furnished)
2450sft
4 Bed
4 Bath
Drawing
Dining
Living
1 parking
2 Lift
Generator Back up",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'CCTV', 'Child Playground', 'Driver Room', 'Dual Sinks', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors', 'Wi-Fi connectivity']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/exclusive-duplex-apartment-for-rent-at-uttara/,Exclusive Duplex Apartment For Rent At Uttara,"TK  100,000 One Lac",11948,2300SqFt,1 to 4,4,4.0,"𝐄𝐱𝐜𝐥𝐮𝐬𝐢𝐯𝐞 𝐃𝐮𝐩𝐥𝐞𝐱 𝐀𝐩𝐚𝐫𝐭𝐦𝐞𝐧𝐭
5 Storied Building, 4th floor, 2 Duplex Available
2100 Sft
4 Bed
4 Bath
Drawing
Dining
Living
2 Car parking
Lift, Generator Back up
Rooftop Garden",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Single Unit', 'Tiled Floors']",Uttara,For Rent,1,Un furnished
https://www.pchoicebd.com/property/exclusive-semi-furnished-apartment-for-rent-at-gulshan-2-3/,Exclusive Semi Furnished Apartment For Rent At Gulshan 2,"TK  240,000 Two Lac Forty Thousand tk",11917,3200SqFt,,4,4.0,"𝐋𝐮𝐱𝐮𝐫𝐢𝐨𝐮𝐬 𝐅𝐥𝐚𝐭 𝐅𝐨𝐫 𝐑𝐄𝐍𝐓
Double Un Flat
Each Floor 3200sft…
4 Bed Room
Drawing, Dining, Living
Full Building Generator Backup
2 Lift
2 Car Parking
Gymnasium",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'GYM Room', 'Intercom', 'Landscape Garden', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Wi-Fi connectivity']",Gulshan 2,For Rent,1,Un furnished
https://www.pchoicebd.com/property/luxurious-residential-apartment-for-rent-at-banani/,Luxurious Residential Apartment For Rent At Gulshan -2,"TK  190,000 One Lac Ninety thousand tk",11837,3500SqFt,"4,8",4,4.0,"𝐋𝐮𝐱𝐮𝐫𝐢𝐨𝐮𝐬 𝐅𝐥𝐚𝐭 𝐅𝐨𝐫 𝐑𝐄𝐍𝐓 𝐈𝐧 𝐆𝐮𝐥𝐬𝐡𝐚𝐧-𝟐
Double Unit…
Each Floor 3500sft…
4 Bed Room
Drawing, Dining, Living
Full Building Generator Backup
2 Lift
2 Car Parking
𝐆𝐘𝐌 𝐀𝐧𝐝 𝐒𝐰𝐢𝐦𝐦𝐢𝐧𝐠 𝐏𝐨𝐨𝐥",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'GYM Room', 'Hot Water', 'Intercom', 'Landscape Garden', 'Lift', 'Roof Top Garden', 'Security Guard', 'Swimming Pool', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Gulshan 2,For Rent,1,Un furnished
https://www.pchoicebd.com/property/excellent-semi-furnished-apartment-for-rent-at-gulshan/,"Excellent Semi Furnished Apartment, For Rent At Gulshan","TK  240,000 Two Lac Forty Thousand tk",11823,3200SqFt,10,3,4.0,"Excellent Semi Furnished Apartment, 13th Storied Building, 1oth floor 3200 sft, Marble floor, 3 Bed, 4 Bath,3 Balcony, Drawing, Dining, Family Living, Two Lift, Car Parking, Generator Back up, Cc Camera Monitoring System, & 24 Hours Security Service.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'GYM Room', 'Intercom', 'Landscape Garden', 'Lift', 'Marble Floors', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Gulshan 2,For Rent,1,Un furnished
https://www.pchoicebd.com/property/luxurious-full-furnished-apartment-for-rent-at-gulshan-2/,Luxurious Full Furnished Apartment For Rent At Gulshan 2,"TK  300,000 Three Lac",11786,4000SqFt,6th,3,4.0,"Luxurious Apartment, 6th floor, Size-4000 sft South Facing. Excellent furniture with 3 Bed, 4 Bath, 3 Verandah, Drawing, Dining, Living, Kitchen, Swimming Pool, gym, Two Lift, Two Car Parking, Generator Back-up, CC/ Camera Monitoring System, & 24 Hours Security Service.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'GYM Room', 'Intercom', 'Landscape Garden', 'Lift', 'Marble Floors', 'Roof Top Garden', 'Security Guard', 'Single Unit', 'Swimming Pool', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Gulshan 2,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/exclusive-office-space-for-rent-at-banani/,Exclusive Office Space For Rent At Banani,"TK  120,000 One Lac Twenty Thousand tk",11743,2500SqFt,10,3,3.0,"Exclusive Office Space 2500 sft, 8 & 10th Floor 3 Room, 3 Bath Room, 3 Balcony, Dining, Drawing, Living, two Lift, Generator Back up, Cc Camera Monitoring System. 24 Hours security Service.",latitude_placeholder,longitude_placeholder,"['Balcony', 'CCTV', 'Commercial Permission', 'Community Room', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Generator', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Apartment for Office
https://www.pchoicebd.com/property/luxurious-full-furnished-apartment-for-rent-in-gulshan-2/,Luxurious full furnished Apartment for Rent in Gulshan 2,"TK  200,000 Two Lac",11686,4400SqFt,7th,4,4.0,"Total 4400 sft, Apartment, Exclusive Marble floor, 4 Bed, 4 Bath, Drawing, Dinning, Family Living, Gym, Prayer Room, Community Room, Rooftop With Garden, BBQ Area, Child Playground, 2 Lift , 2 Car parking, full Generator Back-up. CC Camera Monitoring system, & 24 Hours Security System.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'GYM Room', 'Intercom', 'Landscape Garden', 'Lift', 'Marble Floors', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Gulshan 2,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/luxurious-brand-new-full-furnished-apartment-for-rent-at-gulshan-2/,Luxurious Brand New Full furnished Apartment For Rent At Gulshan 2,"TK  120,000 One Lac Thirty Thousand tk",11666,2200SqFt,5,3,4.0,"Luxurious Full furnished Apartment For RENT In Gulshan 2
Total 3000+sft Flat, 3 Bed Room 4 Bath, Drawing, Dining, Living,
Marble Tiles Floor. Rooftop Garden
Full Building Generator Backup
Two Lift, 1Parking Each Floor.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Commercial Permission', 'Community Room', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Intercom', 'Lift', 'Marble Floors', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Gulshan 2,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/full-furnished-apartment-for-rent-in-banani/,Full furnished Apartment for Rent in Banani,"TK  125,000 One Lac twenty five thousand",11650,2550SqFt,9,3,4.0,"Full furnished Apartment, South view, 2550 Sft, 9th floor, 3 bed, 4 bath, 4 Balcony, Drawing, Dining, Family Living Two lift, Car parking, Generator back up, Rooftop BBQ Area, 1st floor Community space.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/luxurious-residential-apartment-for-rent/,Luxurious Brand New Residential Apartment For Rent,"TK  350,000",11635,3400SqFt,8,3,4.0,"Luxurious Flat For RENT In Baridhara Diplomatic Zone.
Total 3400sft Flat, 3 Bed Room 4 Bath, Drawing, Dining, Living,
Marble Tiles Floor. Rooftop Garden
Full Building Generator Backup
Full Building Water Purifier…
2 Parking Each Floor.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Driver Room', 'Dual Sinks', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Intercom', 'Lift', 'Marble Floors', 'Roof Top Garden', 'Security Guard', 'Single Unit', 'Tiled Floors']",Baridhara Diplomatic Zone,For Rent,1,Residential Apartment
https://www.pchoicebd.com/property/exclusive-brand-new-commercial-space-for-rent/,Exclusive Brand New Commercial Space For Rent,TK  110,11549,2400sqf,7th,3,2.0,"Luxurious brand new commercial space for rent at Banani
Available 7th 2400 sqf two lift, full generator back up  one car parking",latitude_placeholder,longitude_placeholder,"['Balcony', 'CCTV', 'Commercial Permission', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Hose', 'Gard Room', 'Generator', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Commercial Space
https://www.pchoicebd.com/property/excellent-semi-furnished-commercial-space-for-rent-gulshan-avenue/,Excellent Semi-furnished Commercial Space For Rent Gulshan Avenue,TK  120,11424,5500SqFt,"3rd, 4th, 6th,7th & 8th",3,5.0,"Luxurious Single Unit semi-furnished commercial space for rent at Gulshan-2 Avenue.
5 Space Available 3rd,4th,7th & 8th Each Floor 5500 sft,
6th Floor 2500 Sft, Only 8th floor 5,5oo sft ,full interior decoration.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'CCTV', 'Commercial Permission', 'Emergency Exit', 'Floor Type', 'Generator', 'Lift', 'Single Unit']",Gulshan 2,For Rent,1,Commercial Space
https://www.pchoicebd.com/property/exclusive-semi-furnished-commercial-building/,Exclusive Semi Furnished Commercial Building,"TK  432,000",11412,3600SqFt,2nd,3,4.0,"6 Storied Single Unit Semi Furnished Commercial Space For Rent At Banani. Each Floor 3600 sft, 2 Lift, 1 Carparking.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'CCTV', 'Commercial Permission', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Floor Type', 'Gard Room', 'Generator', 'Intercom', 'Lift', 'Single Unit', 'Smoke Detector', 'Tiled Floors']",Banani,For Rent,1,Commercial Space
https://www.pchoicebd.com/property/luxurious-duplex-apt-office-for-rent-gulshan-1/,Luxurious Duplex Apt Office For Rent Gulshan-1,"TK  500,000",11397,7000SqFt,1st & 2nd,4,5.0,"Excellent Marble Floor Duplex Apartment Office Space For Rent At Gulshan-1. Single Unit Floor, 7000 sft, 1st & 2nd Floor, 4 Rooms, Excellent work station, 2 lift, Full generator back up, 2 car parking.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Lift', 'Marble Floors', 'Roof Top Garden', 'Security Guard', 'Single Unit']",Gulshan 1,For Rent,2,Apartment for Office
https://www.pchoicebd.com/property/exclusive-luxurious-full-furnished-apartment-3-storied-house/,Exclusive Luxurious Full Furnished Apartment 3 storied house,"TK  200,000",11361,2800 SQFSqFt,1st Floor,2,3.0,"Full furnished Flat for rent at Banani ,2800sft 2 bedroom with bath , Drawing and dining space ,1st floor , generator,  parking .",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'CCTV', 'Concealed Phone', 'Driver Room', 'Fire Hose', 'Gard Room', 'Generator', 'Geyser', 'Security Guard', 'Tiled Floors', 'Washing Matchine']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/excellent-full-furnished-apartment-for-rent-gulshan-2-north/,Full Furnished flat for Rent at North Gulshan -2,"TK  120,000 One Lac Ten Thousand",11339,2050SqFt,1,3,3.0,"Excellent  Full Furnished Apartment 2050 sqft 1st Floor, 3 bed, 3 bath, 3 balconies, Drawing, Dining, 2 lift, Car Parking, Generator Back Up, Roof Top, BBQ Area, Community Room.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Central Cooling', 'Central Heating', 'Community Room', 'Floor Type', 'Gard Room', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Laundry Room', 'Lift', 'Roof Top Garden', 'Satelite TV', 'Security Guard', 'Smoke Detector', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Gulshan 2,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/excellent-full-furnished-apartment-south-west-view-for-rent/,"Excellent Full furnished Apartment, South & West view For Rent","TK  100,000 One Lac",11256,2450SqFt,9,3,4.0,"Excellent Full furnished Apartment, South & West view,
2450 Sft, 4th floor, 3 bed, 4 bath 5 Balcony, Drawing, Dining, Family Living Two lift, Car parking, Generator back up, Rooftop BBQ Area, Community Room. Cc/Camera monitoring system & 24/7 Hours Security service.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Community Room', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine', 'Water Sprinkler', 'Wi-Fi connectivity']",Banani,For Rent,1,Residential Apartment
https://www.pchoicebd.com/property/office-space-for-rent-at-banani/,Office space for rent at Banani,"TK  90,000 Ninety Thousand tk",11219,2500SqFt,3rd,3,3.0,"Office space for rent at Banani,
3rd floor, 2500 Sft, 3 bed, 3 baths, rent -90,000/= including service charge.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'CCTV', 'Commercial Permission', 'Community Room', 'Emergency Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Generator', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Apartment for Office
https://www.pchoicebd.com/property/exclusive-fully-furnished-apartment-for-rent-at-north-gulshan-1/,Exclusive Fully Furnished Apartment For Rent At North Gulshan- 1,"TK  150,000 One Lac Fifty Thousand tk",11205,2200SqFt,4,3,4.0,"7- Storied Building, Exclusive Fully Furnished Apartment North Gulshan-1 4th Floor, 2200 sft, 3 Bed With Attach Bath, Very Nice Drawing & Dining Space, Nice Kitchen, Swimming pool, Cc/Camera Monitoring System, 24 Hours Security & Generator  Back Up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'CCTV', 'Central Cooling', 'Community Room', 'Emergency Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Generator', 'Intercom', 'Lift', 'Security Guard', 'Swimming Pool', 'Tiled Floors']",Gulshan 1,For Rent,1,Full Furnished
